 本行信息时间(北京时间)      位置X(km,BCRS)      位置Y(km,BCRS)      位置Z(km,BCRS)   速度VX(km/s,BCRS)   速度VY(km/s,BCRS)   速度VZ(km/s,BCRS)    定轨或预报
2023-04-25B05:13:30.000   -125903752.312967    -77215177.304896    -33403335.374114        16.499764251       -22.457621358        -9.760877206        1
2023-04-25B05:14: 0.000   -125903257.301104    -77215851.016484    -33403628.193229        16.501027365       -22.456482921        -9.760396331        1
2023-04-25B05:14:30.000   -125902762.251279    -77216524.693774    -33403920.997848        16.502295084       -22.455334752        -9.759910861        1
2023-04-25B05:15: 0.000   -125902267.163353    -77217198.336471    -33404213.787834        16.503567421       -22.454176738        -9.759420738        1
2023-04-25B05:15:30.000   -125901772.037188    -77217871.944278    -33404506.563045        16.504844385       -22.453008764        -9.758925904        1
2023-04-25B05:16: 0.000   -125901276.872644    -77218545.516896    -33404799.323340        16.506125986       -22.451830712        -9.758426299        1
2023-04-25B05:16:30.000   -125900781.669582    -77219219.054019    -33405092.068575        16.507412235       -22.450642463        -9.757921864        1
2023-04-25B05:17: 0.000   -125900286.427863    -77219892.555341    -33405384.798603        16.508703138       -22.449443897        -9.757412538        1
2023-04-25B05:17:30.000   -125899791.147347    -77220566.020549    -33405677.513278        16.509998706       -22.448234892        -9.756898258        1
2023-04-25B05:18: 0.000   -125899295.827894    -77221239.449329    -33405970.212448        16.511298945       -22.447015324        -9.756378963        1
2023-04-25B05:18:30.000   -125898800.469364    -77221912.841361    -33406262.895965        16.512603864       -22.445785067        -9.755854588        1
2023-04-25B05:19: 0.000   -125898305.071615    -77222586.196324    -33406555.563672        16.513913467       -22.444543993        -9.755325068        1
2023-04-25B05:19:30.000   -125897809.634509    -77223259.513891    -33406848.215417        16.515227763       -22.443291974        -9.754790338        1
2023-04-25B05:20: 0.000   -125897314.157903    -77223932.793732    -33407140.851040        16.516546756       -22.442028879        -9.754250332        1
2023-04-25B05:20:30.000   -125896818.641656    -77224606.035512    -33407433.470383        16.517870450       -22.440754574        -9.753704982        1
2023-04-25B05:21: 0.000   -125896323.085628    -77225279.238893    -33407726.073285        16.519198850       -22.439468924        -9.753154218        1
2023-04-25B05:21:30.000   -125895827.489678    -77225952.403533    -33408018.659581        16.520531959       -22.438171793        -9.752597972        1
2023-04-25B05:22: 0.000   -125895331.853664    -77226625.529084    -33408311.229107        16.521869780       -22.436863042        -9.752036172        1
2023-04-25B05:22:30.000   -125894836.177444    -77227298.615198    -33408603.781695        16.523212314       -22.435542531        -9.751468746        1
2023-04-25B05:23: 0.000   -125894340.460878    -77227971.661517    -33408896.317175        16.524559563       -22.434210116        -9.750895622        1
2023-04-25B05:23:30.000   -125893844.703823    -77228644.667684    -33409188.835375        16.525911526       -22.432865654        -9.750316726        1
2023-04-25B05:24: 0.000   -125893348.906139    -77229317.633335    -33409481.336120        16.527268203       -22.431508997        -9.749731982        1
2023-04-25B05:24:30.000   -125892853.067684    -77229990.558100    -33409773.819235        16.528629592       -22.430139996        -9.749141314        1
2023-04-25B05:25: 0.000   -125892357.188317    -77230663.441609    -33410066.284539        16.529995690       -22.428758500        -9.748544644        1
2023-04-25B05:25:30.000   -125891861.267896    -77231336.283484    -33410358.731852        16.531366495       -22.427364357        -9.747941894        1
2023-04-25B05:26: 0.000   -125891365.306280    -77232009.083343    -33410651.160991        16.532742001       -22.425957410        -9.747332984        1
2023-04-25B05:26:30.000   -125890869.303329    -77232681.840799    -33410943.571769        16.534122203       -22.424537503        -9.746717832        1
2023-04-25B05:27: 0.000   -125890373.258901    -77233354.555462    -33411235.963998        16.535507094       -22.423104475        -9.746096357        1
2023-04-25B05:27:30.000   -125889877.172856    -77234027.226935    -33411528.337486        16.536896667       -22.421658165        -9.745468474        1
2023-04-25B05:28: 0.000   -125889381.045054    -77234699.854817    -33411820.692041        16.538290913       -22.420198407        -9.744834099        1
2023-04-25B05:28:30.000   -125888884.875355    -77235372.438703    -33412113.027466        16.539689821       -22.418725036        -9.744193145        1
2023-04-25B05:29: 0.000   -125888388.663618    -77236044.978181    -33412405.343563        16.541093380       -22.417237881        -9.743545525        1
2023-04-25B05:29:30.000   -125887892.409705    -77236717.472836    -33412697.640130        16.542501577       -22.415736771        -9.742891151        1
2023-04-25B05:30: 0.000   -125887396.113477    -77237389.922246    -33412989.916964        16.543914399       -22.414221533        -9.742229930        1
2023-04-25B05:30:30.000   -125886899.774795    -77238062.325985    -33413282.173857        16.545331829       -22.412691989        -9.741561773        1
2023-04-25B05:31: 0.000   -125886403.393522    -77238734.683621    -33413574.410600        16.546753852       -22.411147961        -9.740886586        1
2023-04-25B05:31:30.000   -125885906.969519    -77239406.994716    -33413866.626981        16.548180449       -22.409589267        -9.740204274        1
2023-04-25B05:32: 0.000   -125885410.502649    -77240079.258828    -33414158.822784        16.549611600       -22.408015722        -9.739514741        1
2023-04-25B05:32:30.000   -125884913.992777    -77240751.475509    -33414450.997792        16.551047283       -22.406427140        -9.738817890        1
2023-04-25B05:33: 0.000   -125884417.439767    -77241423.644305    -33414743.151783        16.552487476       -22.404823331        -9.738113622        1
2023-04-25B05:33:30.000   -125883920.843484    -77242095.764755    -33415035.284534        16.553932154       -22.403204104        -9.737401836        1
2023-04-25B05:34: 0.000   -125883424.203793    -77242767.836395    -33415327.395817        16.555381290       -22.401569262        -9.736682431        1
2023-04-25B05:34:30.000   -125882927.520562    -77243439.858752    -33415619.485403        16.556834856       -22.399918608        -9.735955302        1
2023-04-25B05:35: 0.000   -125882430.793658    -77244111.831351    -33415911.553057        16.558292822       -22.398251941        -9.735220345        1
2023-04-25B05:35:30.000   -125881934.022949    -77244783.753707    -33416203.598544        16.559755156       -22.396569059        -9.734477452        1
2023-04-25B05:36: 0.000   -125881437.208305    -77245455.625330    -33416495.621624        16.561221823       -22.394869754        -9.733726515        1
2023-04-25B05:36:30.000   -125880940.349597    -77246127.445726    -33416787.622054        16.562692787       -22.393153818        -9.732967425        1
2023-04-25B05:37: 0.000   -125880443.446695    -77246799.214391    -33417079.599587        16.564168011       -22.391421038        -9.732200068        1
2023-04-25B05:37:30.000   -125879946.499474    -77247470.930817    -33417371.553974        16.565647452       -22.389671198        -9.731424331        1
2023-04-25B05:38: 0.000   -125879449.507807    -77248142.594490    -33417663.484962        16.567131069       -22.387904081        -9.730640100        1
2023-04-25B05:38:30.000   -125878952.471569    -77248814.204887    -33417955.392294        16.568618816       -22.386119466        -9.729847256        1
2023-04-25B05:39: 0.000   -125878455.390637    -77249485.761481    -33418247.275710        16.570110645       -22.384317127        -9.729045681        1
2023-04-25B05:39:30.000   -125877958.264890    -77250157.263735    -33418539.134946        16.571606506       -22.382496837        -9.728235255        1
2023-04-25B05:40: 0.000   -125877461.094207    -77250828.711109    -33418830.969735        16.573106346       -22.380658365        -9.727415854        1
2023-04-25B05:40:30.000   -125876963.878470    -77251500.103053    -33419122.779806        16.574610110       -22.378801477        -9.726587354        1
2023-04-25B05:41: 0.000   -125876466.617561    -77252171.439011    -33419414.564884        16.576117739       -22.376925936        -9.725749629        1
2023-04-25B05:41:30.000   -125875969.311367    -77252842.718420    -33419706.324690        16.577629172       -22.375031501        -9.724902549        1
2023-04-25B05:42: 0.000   -125875471.959774    -77253513.940710    -33419998.058942        16.579144344       -22.373117929        -9.724045986        1
2023-04-25B05:42:30.000   -125874974.562670    -77254185.105302    -33420289.767353        16.580663188       -22.371184971        -9.723179807        1
2023-04-25B05:43: 0.000   -125874477.119946    -77254856.211612    -33420581.449633        16.582185634       -22.369232377        -9.722303877        1
2023-04-25B05:43:30.000   -125873979.631496    -77255527.259046    -33420873.105487        16.583711608       -22.367259893        -9.721418060        1
2023-04-25B05:44: 0.000   -125873482.097215    -77256198.247004    -33421164.734617        16.585241033       -22.365267261        -9.720522217        1
2023-04-25B05:44:30.000   -125872984.517001    -77256869.174877    -33421456.336719        16.586773827       -22.363254219        -9.719616209        1
2023-04-25B05:45: 0.000   -125872486.890753    -77257540.042050    -33421747.911486        16.588309906       -22.361220504        -9.718699892        1
2023-04-25B05:45:30.000   -125871989.218374    -77258210.847898    -33422039.458608        16.589849183       -22.359165847        -9.717773122        1
2023-04-25B05:46: 0.000   -125871491.499771    -77258881.591789    -33422330.977767        16.591391565       -22.357089975        -9.716835752        1
2023-04-25B05:46:30.000   -125870993.734850    -77259552.273082    -33422622.468645        16.592936956       -22.354992613        -9.715887632        1
2023-04-25B05:47: 0.000   -125870495.923524    -77260222.891128    -33422913.930916        16.594485257       -22.352873483        -9.714928611        1
2023-04-25B05:47:30.000   -125869998.065707    -77260893.445270    -33423205.364251        16.596036363       -22.350732300        -9.713958536        1
2023-04-25B05:48: 0.000   -125869500.161316    -77261563.934843    -33423496.768316        16.597590164       -22.348568778        -9.712977251        1
