 本行信息时间(北京时间)     位置X(km,WGS84)     位置Y(km,WGS84)     位置Z(km,WGS84)  速度VX(km/s,WGS84)  速度VY(km/s,WGS84)  速度VZ(km/s,WGS84)    定轨或预报
2023-04-20B19:25:30.000        53437.130861        50381.271025        37384.803628         4.740680433        -1.710117631         1.322473607        1
2023-04-20B19:26: 0.000        53579.349595        50329.760776        37424.465857         4.740563040        -1.723900616         1.321675533        1
2023-04-20B19:26:30.000        53721.564247        50277.836984        37464.104164         4.740408263        -1.737687081         1.320878898        1
2023-04-20B19:27: 0.000        53863.773695        50225.499548        37503.718595         4.740216092        -1.751476942         1.320083700        1
2023-04-20B19:27:30.000        54005.976816        50172.748366        37543.309190         4.739986513        -1.765270110         1.319289932        1
2023-04-20B19:28: 0.000        54148.172489        50119.583341        37582.875995         4.739719513        -1.779066500         1.318497591        1
2023-04-20B19:28:30.000        54290.359591        50066.004376        37622.419050         4.739415082        -1.792866024         1.317706672        1
2023-04-20B19:29: 0.000        54432.536998        50012.011380        37661.938399         4.739073206        -1.806668595         1.316917171        1
2023-04-20B19:29:30.000        54574.703587        49957.604263        37701.434084         4.738693875        -1.820474126         1.316129082        1
2023-04-20B19:30: 0.000        54716.858234        49902.782936        37740.906147         4.738277076        -1.834282531         1.315342401        1
2023-04-20B19:30:30.000        54858.999815        49847.547315        37780.354632         4.737822799        -1.848093722         1.314557125        1
2023-04-20B19:31: 0.000        55001.127205        49791.897317        37819.779579         4.737331032        -1.861907611         1.313773247        1
2023-04-20B19:31:30.000        55143.239280        49735.832864        37859.181030         4.736801764        -1.875724111         1.312990765        1
2023-04-20B19:32: 0.000        55285.334914        49679.353878        37898.559028         4.736234985        -1.889543135         1.312209673        1
2023-04-20B19:32:30.000        55427.412982        49622.460284        37937.913614         4.735630683        -1.903364595         1.311429967        1
2023-04-20B19:33: 0.000        55569.472358        49565.152011        37977.244829         4.734988850        -1.917188404         1.310651642        1
2023-04-20B19:33:30.000        55711.511916        49507.428989        38016.552716         4.734309474        -1.931014473         1.309874694        1
2023-04-20B19:34: 0.000        55853.530529        49449.291153        38055.837314         4.733592546        -1.944842716         1.309099120        1
2023-04-20B19:34:30.000        55995.527072        49390.738438        38095.098666         4.732838055        -1.958673044         1.308324913        1
2023-04-20B19:35: 0.000        56137.500416        49331.770783        38134.336812         4.732045993        -1.972505369         1.307552071        1
2023-04-20B19:35:30.000        56279.449434        49272.388129        38173.551793         4.731216349        -1.986339603         1.306780588        1
2023-04-20B19:36: 0.000        56421.372999        49212.590421        38212.743651         4.730349116        -2.000175659         1.306010461        1
2023-04-20B19:36:30.000        56563.269984        49152.377605        38251.912424         4.729444283        -2.014013448         1.305241686        1
2023-04-20B19:37: 0.000        56705.139259        49091.749630        38291.058155         4.728501842        -2.027852881         1.304474257        1
2023-04-20B19:37:30.000        56846.979697        49030.706449        38330.180882         4.727521785        -2.041693872         1.303708171        1
2023-04-20B19:38: 0.000        56988.790168        48969.248016        38369.280648         4.726504103        -2.055536330         1.302943423        1
2023-04-20B19:38:30.000        57130.569545        48907.374288        38408.357490         4.725448788        -2.069380168         1.302180010        1
2023-04-20B19:39: 0.000        57272.316698        48845.085226        38447.411451         4.724355832        -2.083225298         1.301417927        1
2023-04-20B19:39:30.000        57414.030498        48782.380792        38486.442569         4.723225227        -2.097071630         1.300657170        1
2023-04-20B19:40: 0.000        57555.709814        48719.260950        38525.450884         4.722056966        -2.110919076         1.299897734        1
2023-04-20B19:40:30.000        57697.353518        48655.725670        38564.436435         4.720851041        -2.124767548         1.299139617        1
2023-04-20B19:41: 0.000        57838.960479        48591.774921        38603.399263         4.719607446        -2.138616956         1.298382813        1
2023-04-20B19:41:30.000        57980.529567        48527.408677        38642.339406         4.718326172        -2.152467212         1.297627318        1
2023-04-20B19:42: 0.000        58122.059652        48462.626914        38681.256905         4.717007214        -2.166318228         1.296873129        1
2023-04-20B19:42:30.000        58263.549602        48397.429611        38720.151796         4.715650566        -2.180169913         1.296120242        1
2023-04-20B19:43: 0.000        58404.998288        48331.816747        38759.024121         4.714256219        -2.194022179         1.295368652        1
2023-04-20B19:43:30.000        58546.404578        48265.788309        38797.873918         4.712824169        -2.207874936         1.294618355        1
2023-04-20B19:44: 0.000        58687.767340        48199.344281        38836.701225         4.711354410        -2.221728097         1.293869347        1
